id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
21023313,Katie and Danny's Astoria apartment,121283308,Katlynn,Queens,Ditmars Steinway,40.7771237,-73.91053192,Private room,49,1,1,10/1/17,1,1,61
12630490,NEW - 2 Bed. 10 Min. to Manhattan!,68585220,Drew,Queens,Ditmars Steinway,40.77720184,-73.90897464,Entire home/apt,135,1,27,6/7/17,1.55,1,340
20674263,Nice and affordable bedroom in Astoria,6314221,Marize,Queens,Ditmars Steinway,40.7788254,-73.91666684,Private room,60,1,2,9/18/17,2,1,0
10136508,Charming private room in Astoria-20 min to Midtown,17653796,Diana,Queens,Ditmars Steinway,40.77575443,-73.91419323,Private room,45,1,18,9/25/17,1.23,1,110
308148,Chick &  Clean @ Astoria Park,1585303,Tilman,Queens,Ditmars Steinway,40.7820692,-73.91582564,Private room,70,2,0,,,1,275
14856378,â˜…Spacious 3 bedrmâ˜… Astoria Park | âù_ of NYC | â˜…â˜…â˜…â˜…â˜…,93021553,Sean,Queens,Ditmars Steinway,40.77513265,-73.92414431,Entire home/apt,153,2,43,9/18/17,3.42,1,300
7385692,"Huge 1 bdr, convenient location!",38404959,Maria,Queens,Ditmars Steinway,40.77742122,-73.90965026,Private room,85,3,2,8/2/17,0.08,2,365
9351013,"Boutique Living, 10 min from NYC",48532777,Alexander,Queens,Ditmars Steinway,40.77627158,-73.9096282,Entire home/apt,89,14,12,9/23/17,0.87,1,311
9595836,LargeRoom Astoria20min to Manhattan,1172202,Funda,Queens,Ditmars Steinway,40.76982126,-73.90762031,Private room,90,1,47,8/31/17,2.14,6,136
15641528,Amazing 1 Bed. - 10 Min. to Manhattan!,100900044,Denis,Queens,Ditmars Steinway,40.77480759,-73.91260512,Entire home/apt,120,1,3,9/13/17,0.39,1,338
13543975,Homey 1 Bed Hideaway in Astoria,76801764,Emily,Queens,Ditmars Steinway,40.77414926,-73.91863494,Entire home/apt,75,2,2,7/11/16,0.13,1,0
16427245,Beautiful private room by N/W subway in Astoria,18978686,Kristin,Queens,Ditmars Steinway,40.77492164,-73.90866404,Private room,70,2,0,,,1,0
11968958,Beautiful studio,63935825,Marianna,Queens,Ditmars Steinway,40.77871683,-73.91395501,Entire home/apt,78,1,4,5/28/16,0.23,1,0
6168880,Spacious 1 bedroom 5 min from N & Q,10113487,Aleksandar,Queens,Ditmars Steinway,40.77804607,-73.91520557,Entire home/apt,215,7,26,9/22/17,0.93,1,359
19309654,Entire beautiful apartment - 15 min to Manhattan,79809986,Anjelo,Queens,Ditmars Steinway,40.77367639,-73.91507463,Entire home/apt,90,5,1,7/26/17,0.43,1,172
6595943,Cozy 1 bedroom in a quiet neighborh,34113764,Nick,Queens,Ditmars Steinway,40.76961944,-73.89603865,Entire home/apt,99,1,42,9/24/17,1.49,1,275
6071500,Upper Ditmars Prive Home,7973451,Chris,Queens,Ditmars Steinway,40.77511167,-73.8986607,Entire home/apt,250,1,0,,,1,365
8953050,Beautiful private studio,46794554,Bhargav,Queens,Ditmars Steinway,40.77986766,-73.90308693,Entire home/apt,75,7,0,,,1,0
12998169,COZY & CHARMING ONE BED ROOM APARTMENT,71645846,Alex,Queens,Ditmars Steinway,40.77832287,-73.91995491,Entire home/apt,125,5,0,,,1,0
20223030,"Bright, Charming Nook in Heart of Astoria",87936099,Neil,Queens,Ditmars Steinway,40.77635658,-73.91263478,Entire home/apt,105,1,0,,,1,44
6706703,"Cheap, basic room",8556751,Adam,Queens,Ditmars Steinway,40.77582657,-73.91309702,Private room,50,3,0,,,1,0
15126483,Kitschy Corner Bedroom on a Friendly Astoria Block,4811900,Bridget,Queens,Ditmars Steinway,40.77004634,-73.91011399,Private room,70,2,25,9/26/17,2.09,1,65
16945254,Nice1br-BestLocation-DitmarsAstoria-15min2NYC!,16828535,Arben,Queens,Ditmars Steinway,40.77534729,-73.90930839,Entire home/apt,99,1,16,10/1/17,4.9,1,24
577324,Room in Astoria 25 min to Central Park,2839267,Dustin,Queens,Ditmars Steinway,40.7696101,-73.90451495,Private room,54,1,104,9/28/17,1.64,1,43
16027061,NYC finest apartment facing Easter River View!!!,104034426,Maria,Queens,Ditmars Steinway,40.7793726,-73.91553218,Private room,250,1,0,,,1,173
7637901,"Perfect location, 15 min.Manhattan",39835878,Tuba,Queens,Ditmars Steinway,40.77647594,-73.90987372,Private room,70,3,13,11/18/16,0.53,1,362
19179997,"Sunny, spacious, homey 1BR apt., near park & train",4078736,Renee,Queens,Ditmars Steinway,40.7765944,-73.92172932,Entire home/apt,73,3,7,9/26/17,2.06,1,0
11553543,Cozy Room Astoria,26138712,,Queens,Ditmars Steinway,40.77587061,-73.91775164,Private room,45,1,5,1/1/17,0.3,1,0
9997006,Sunny and cozy Astoria room!,50695071,Noran,Queens,Ditmars Steinway,40.7755978,-73.90824844,Private room,70,1,0,,,1,0
8145603,"Spacious, Beautiful, Private Room",43007744,Ardis,Queens,Ditmars Steinway,40.77433298,-73.9173438,Private room,75,2,23,9/27/17,1,1,124
6196265,Charming House in Astoria,10618197,Ambre,Queens,Ditmars Steinway,40.78020382,-73.90913081,Entire home/apt,150,7,1,7/2/15,0.04,1,0
8686361,Elegant Queen size bed room.,24597265,Freda,Queens,Ditmars Steinway,40.77113875,-73.90968262,Private room,50,6,1,7/16/16,0.07,8,323
4376618,Beautiful Room For Rent in Astoria ,20828747,Katerina,Queens,Ditmars Steinway,40.77959533,-73.90840494,Private room,45,1,129,9/26/17,3.62,8,151
3835757,...New lower rates for low season!!,3339701,Angelo,Queens,Ditmars Steinway,40.77376216,-73.91854804,Private room,50,1,132,9/17/17,3.46,4,336
19382870,1 Private Bedroom Close to Manhattan and LGA,135868006,Jon,Queens,Ditmars Steinway,40.77094105,-73.90576957,Private room,50,1,0,,,1,0
18268446,Spacios bedroom near Astoria Park,52614857,Alina,Queens,Ditmars Steinway,40.78161697,-73.9176542,Private room,60,1,2,9/22/17,2,1,64
13770780,Super sunny and spacious! Privacy!,38404959,Maria,Queens,Ditmars Steinway,40.77697192,-73.90819841,Private room,60,2,5,9/3/17,0.96,2,362
21136851,Massive Luxury 1BR Condo in Astoria / LIC,5760970,Chris,Queens,Ditmars Steinway,40.76981778,-73.90254381,Entire home/apt,150,1,0,,,2,350
16302869,Modern & Cozy Room in Elegant Apt in Astoria,27951037,Kirsten,Queens,Ditmars Steinway,40.77664312,-73.90895679,Private room,65,5,37,9/18/17,3.85,1,32
13202799,Adorable Astoria Room Fit for a Queen!,5402234,Maya,Queens,Ditmars Steinway,40.77480881,-73.9156207,Private room,65,2,0,,,1,0
4767748,"Apt in Astoria, Queens.15min to NYC",24597265,Freda,Queens,Ditmars Steinway,40.77205773,-73.91124449,Entire home/apt,105,5,63,9/26/17,2.16,8,278
9078187,Perfect 1BR 13 Min to Manhattan,20482899,Neal,Queens,Ditmars Steinway,40.77849156,-73.90580931,Entire home/apt,83,2,100,10/1/17,4.4,1,328
13276320,Beautiful place sunny and quite,74823629,Roberto,Queens,Ditmars Steinway,40.77388204,-73.91597969,Private room,125,1,5,12/29/16,0.34,1,32
5041360,"Room in Astoria, 5 min ",26027833,Giacomo,Queens,Ditmars Steinway,40.7702966,-73.91283101,Private room,40,1,0,,,1,0
12380704,COZY ROOM CLOSE TO ASTORIA PARK,45174355,Melissa,Queens,Ditmars Steinway,40.77903375,-73.91935864,Private room,45,2,6,9/17/17,3.1,1,318
14215061,Cozy Room in Astoria,75480489,Ramazan,Queens,Ditmars Steinway,40.77079627,-73.90036275,Private room,70,3,7,9/22/17,0.53,1,344
19915657,SUNNY PRIVATE ROOM,139357580,Shuly,Queens,Ditmars Steinway,40.77282045,-73.91104326,Private room,49,1,14,9/12/17,5.75,8,318
2745140,Astoria Room 20 min To Manhattan,1172202,Funda,Queens,Ditmars Steinway,40.76930342,-73.90718822,Private room,60,1,105,9/18/17,2.57,6,135
6677008,Comfy Room for A Good Rest,34947039,Ginn,Queens,Ditmars Steinway,40.77730193,-73.9036867,Private room,52,3,2,5/7/17,0.07,1,0
13101001,"Medium, Sunny, Quiet private room",50826382,Esen,Queens,Ditmars Steinway,40.77545606,-73.90675444,Private room,58,1,7,9/17/17,0.53,1,293
57166,Elegant NYC Pad,272006,Vasili,Queens,Ditmars Steinway,40.77185001,-73.9050239,Entire home/apt,140,2,11,11/14/16,0.13,1,278
6611592,Modern 2 bedroom apt-great location,4124666,Rafik,Queens,Ditmars Steinway,40.77240499,-73.90474048,Entire home/apt,180,3,67,9/18/17,3.44,1,18
15392868,FURNISHED PRIVITE ROOM,1097998,Umut,Queens,Ditmars Steinway,40.77457481,-73.90882792,Private room,80,7,2,4/21/17,0.33,1,89
20307087,Private 1-Bedroom Garden Apartment w Prvt Backyard,82359141,Peter,Queens,Ditmars Steinway,40.77185158,-73.91587302,Entire home/apt,106,5,5,9/17/17,3.33,1,308
12377755,Beautiful Bedroom for 2 by the Park,66889113,Jocelyn,Queens,Ditmars Steinway,40.77775959,-73.92073102,Private room,55,2,5,6/3/16,0.3,1,0
19848103,Deluxe NYC 3bedroom apartment minutes to Manhattan,68907781,Dafni,Queens,Ditmars Steinway,40.76985982,-73.90989766,Entire home/apt,200,2,4,9/7/17,2.03,2,79
17684828,Amazing Astoria New York 2 bedroom 10 min to NYC,120456470,Nicholas,Queens,Ditmars Steinway,40.77411056,-73.90926335,Entire home/apt,200,2,7,9/12/17,1.22,1,92
18601252,"Amazing Private Room,Great Location",129180401,Sinem,Queens,Ditmars Steinway,40.77389534,-73.90950654,Private room,49,1,6,9/15/17,1.33,1,275
4772987,Queen size bedroom. 15 min to NYC,24597265,Freda,Queens,Ditmars Steinway,40.77183304,-73.90973409,Private room,55,5,13,6/11/17,0.45,8,353
19910705,Spacious apartment that's practically all yours!,90615739,Taharah,Queens,Ditmars Steinway,40.77295061,-73.90495773,Private room,90,4,1,9/10/17,1,1,179
9555648,Groundfloor APT-15 min Central Park,23815371,Tina,Queens,Ditmars Steinway,40.7811476,-73.90883099,Entire home/apt,95,2,67,9/17/17,3.74,1,310
6670064,Modern Luxury Apartment 10 minutes from Manhattan,33386619,Ryan,Queens,Ditmars Steinway,40.77534607,-73.90845692,Entire home/apt,65,1,9,1/1/17,0.34,1,362
771436,3BR/3 Bath House in Astoria,4070269,William,Queens,Ditmars Steinway,40.78026876,-73.90820569,Entire home/apt,250,28,0,,,1,0
2738965,3 BEDROOM Apartment-Walk to Subway!,7693749,Evan,Queens,Ditmars Steinway,40.77028065,-73.91352418,Entire home/apt,178,6,161,9/12/17,3.82,2,93
4541187,Cozy 1BR Apartment in Astoria,23185328,Deniz,Queens,Ditmars Steinway,40.77671954,-73.90877911,Entire home/apt,127,2,12,11/23/16,0.46,2,0
15581667,Astoria Diamond,25079418,Najmah,Queens,Ditmars Steinway,40.78142602,-73.92010328,Entire home/apt,75,4,24,9/4/17,2.17,1,70
20168550,The Perfect House for a Summer Well Spent,9404565,Alexander,Queens,Ditmars Steinway,40.78014123,-73.91227983,Entire home/apt,117,20,0,,,1,0
13889399,Great 3 Bedroom Apt  Near Manhatthen,75919970,Scott,Queens,Ditmars Steinway,40.77415439,-73.9169528,Entire home/apt,125,1,1,7/25/16,0.07,1,0
16231738,Cozy 2BD Apartment - 10 Minutes to Manhattan!,106069003,Dan,Queens,Ditmars Steinway,40.77743408,-73.90893383,Entire home/apt,130,1,2,3/5/17,0.28,1,336
16426099,All season studio in Astoria,107682732,Elva,Queens,Ditmars Steinway,40.77676801,-73.91059567,Entire home/apt,100,1,30,9/24/17,3.24,1,300
5805232,Comfortable room near everything,3974808,Noah,Queens,Ditmars Steinway,40.77779602,-73.91440026,Private room,150,1,0,,,1,0
16814700,Luxe 2 Floors 3 Bedroom 3 Full Bath 2 Living quiet,25144266,Therina,Queens,Ditmars Steinway,40.77227963,-73.90572628,Entire home/apt,360,1,14,9/23/17,1.63,4,133
15437290,Luxe 2 Bedroom 2 Full Bathroom Safe Comfy Quiet,25144266,Therina,Queens,Ditmars Steinway,40.77116067,-73.9057088,Entire home/apt,199,1,48,9/30/17,4.08,4,133
15568588,"Quiet,clean,cutest place! 20mins to Manhattan.",22375670,Alona,Queens,Ditmars Steinway,40.77435777,-73.90760018,Entire home/apt,89,5,6,8/5/17,0.56,1,321
19721291,Astoria Park & Pool-Apartment Min from mid-town.,47936642,Benjamin,Queens,Ditmars Steinway,40.77570429,-73.92195444,Private room,100,1,2,7/30/17,0.88,1,0
13601150,Clean Room near Laguardia and Midtown Manhattan,12193533,Sevil,Queens,Ditmars Steinway,40.77445469,-73.90930366,Private room,47,1,11,9/25/17,2.06,1,359
18975097,Quiet and hip Astoria house (15 min. to Manhattan),17079377,Joseph,Queens,Ditmars Steinway,40.77654956,-73.91303532,Private room,50,3,0,,,1,0
9275453,"Spacious House, 20 min to Manhattan",48171900,Michael,Queens,Ditmars Steinway,40.7770698,-73.91397641,Private room,80,1,2,1/3/16,0.09,1,0
18974335,"SUPER NICE 1Bed 2mins from Subway(N,W)",22122916,Kristine,Queens,Ditmars Steinway,40.77595711,-73.90802324,Entire home/apt,85,5,1,8/15/17,0.6,1,333
13991331,Astoria Queens NYC Studio Basement,83531864,Carlos,Queens,Ditmars Steinway,40.77507488,-73.91718398,Entire home/apt,160,1,2,9/19/17,0.5,1,337
21079521,Astoria Duplex Gem,151917172,Bryan,Queens,Ditmars Steinway,40.77667334,-73.92141017,Entire home/apt,129,3,0,,,2,129
10283574,Apt next to Astoria park,35518413,Suhel,Queens,Ditmars Steinway,40.77696647,-73.92237953,Entire home/apt,100,1,101,9/29/17,5.66,1,316
19624896,LGA ASTORIA Badaboom in city,138042855,Eamon,Queens,Ditmars Steinway,40.76931782,-73.90923758,Entire home/apt,55,2,2,7/14/17,0.7,1,0
20280692,"2 bedroom New York, Queens",46407533,Alba,Queens,Ditmars Steinway,40.7818173,-73.91247526,Entire home/apt,160,5,1,9/3/17,1,1,0
4550494,"2BR, 2 Full Bath, Quiet, Convenient, SPACE",785283,Melinda,Queens,Ditmars Steinway,40.77648369,-73.91594863,Entire home/apt,235,2,21,9/26/17,0.61,2,125
5992686,Private Turquoise Room in Astoria,11050098,Xiao,Queens,Ditmars Steinway,40.7701078,-73.89925698,Private room,40,1,179,9/9/17,5.99,2,344
18820769,"NYC Skyline - Duplex on Astoria Park, NY - 2Bd",12176916,Rose,Queens,Ditmars Steinway,40.77781424,-73.92272888,Entire home/apt,280,1,0,,,1,87
20408846,Close to Subwayâ˜…15min to Manhattanâ˜…Min. to LGA/JFK,135088799,Christian,Queens,Ditmars Steinway,40.77093884,-73.91019446,Private room,68,1,4,9/25/17,4,1,161
5466955,Astoria high line,28018723,Red,Queens,Ditmars Steinway,40.77410713,-73.90693309,Entire home/apt,100,1,6,7/31/17,0.37,1,288
19915939,LARGE MASTER BERDOOM,139357580,Shuly,Queens,Ditmars Steinway,40.77522215,-73.91245759,Private room,55,1,10,9/16/17,4.11,8,308
19615439,Private room in Astoria Queen Under helgate Bridge,94555153,Lucy,Queens,Ditmars Steinway,40.78415782,-73.91583016,Private room,76,1,0,,,2,0
7557546,Charming 2bdrm Minutes to Manhattan,9443343,Roula,Queens,Ditmars Steinway,40.77671613,-73.91956107,Entire home/apt,133,3,42,9/19/17,1.67,1,302
494208,Heart of Astoria/ 15 mnts to Mnhttn,1448564,Burak,Queens,Ditmars Steinway,40.77732008,-73.91199367,Private room,42,1,124,6/18/17,1.91,2,365
19915204,BRIGHT LUXURIOUS MASTER BEDROOM,139357580,Shuly,Queens,Ditmars Steinway,40.77220642,-73.91359549,Private room,59,1,6,9/15/17,2.5,8,335
2836845,Old World Elegance in Astoria!,10987233,Anastasia,Queens,Ditmars Steinway,40.77296895,-73.91603792,Entire home/apt,160,2,121,9/25/17,2.91,1,311
18433038,Private Cozy Room In Astoria,127762325,Zee,Queens,Ditmars Steinway,40.77420131,-73.90807673,Private room,59,1,22,10/1/17,4.89,1,240
2745620,Small Room Astoria20minToManhattan,1172202,Funda,Queens,Ditmars Steinway,40.77138068,-73.90894688,Private room,55,1,77,9/13/17,1.85,6,118
5036261,LARGE ROOM IN A GREAT NEIGHBORHOOD,15929586,Jorge,Queens,Ditmars Steinway,40.77644881,-73.90566204,Private room,32,3,67,9/26/17,2.05,1,301
19912628,Nice and safe,141031544,Susana,Queens,Ditmars Steinway,40.7778699,-73.90848281,Private room,69,7,0,,,1,0
4685448,"Cozy 2BD, 20 mins to Times SQ",2368446,Chelsey,Queens,Ditmars Steinway,40.77442951,-73.9075611,Private room,60,1,0,,,1,0
8194426,Apartment B&B - The Patitsas Family,3118944,Demetri,Queens,Ditmars Steinway,40.77530895,-73.9099329,Private room,450,1,0,,,1,365
16975094,Entire beautiful apartment-Astoria,73541674,Dioni,Queens,Ditmars Steinway,40.77318717,-73.91687445,Entire home/apt,100,3,1,3/31/17,0.16,2,249
17367926,Donat Apartment close to everything,117364815,Donat,Queens,Ditmars Steinway,40.77652908,-73.90889292,Entire home/apt,110,1,4,8/5/17,0.6,1,353
16679726,New & Modern 1 Bed. 10 Min. to Manhattan!,110390366,,Queens,Ditmars Steinway,40.77617933,-73.91130276,Entire home/apt,129,1,4,9/22/17,1.03,1,339
11670639,Sunny Apartment with a balcony,61962183,Christopher,Queens,Ditmars Steinway,40.77686681,-73.90385944,Private room,30,15,0,,,1,0
17462442,Private Bedroom in Spacious Luxury Loft (Astoria),51748110,Billy,Queens,Ditmars Steinway,40.77681914,-73.90375443,Private room,30,7,1,9/12/17,1,1,61
8681776,"20 Mins to Manhattan, 7 mins LGA",17794638,Burak,Queens,Ditmars Steinway,40.77441903,-73.91465141,Private room,75,2,4,10/1/16,0.31,1,0
15757847,Cozy Top Floor Apartment in Lovely Astoria,24867105,Jane + Abe,Queens,Ditmars Steinway,40.77176149,-73.90885456,Private room,75,3,0,,,1,0
13922394,Rent Comfortable 1 Room in Astoria. 12/12 to 01/19,82570939,Paola,Queens,Ditmars Steinway,40.77417158,-73.91741909,Private room,80,3,0,,,1,0
16542227,"2bd apt w/yard in Astoria, 10 mins from Manhattan.",9591909,,Queens,Ditmars Steinway,40.77239427,-73.89110751,Entire home/apt,175,7,0,,,1,87
14181211,"Comfy 1-Bedroom, Just a block from the Subway!",1540903,Medina,Queens,Ditmars Steinway,40.774871,-73.91196267,Entire home/apt,120,1,77,9/29/17,5.37,1,101
16146960,Centrally located Astoria Apartment,24825969,Tony,Queens,Ditmars Steinway,40.7773772,-73.91772428,Shared room,48,2,5,9/15/17,0.55,3,365
4874722,"Private room in Astoria, near train",25078099,Leslie,Queens,Ditmars Steinway,40.7730197,-73.91838793,Private room,70,1,3,6/21/15,0.09,1,0
3040654,Sunny Bedroom In Astoria!,6041,Miranda,Queens,Ditmars Steinway,40.77747952,-73.90971013,Private room,50,2,13,8/15/16,0.46,1,0
12607802,NEW - 1 Bed. 10 min. to Manhattan!,68430152,Edi,Queens,Ditmars Steinway,40.77420223,-73.91095298,Entire home/apt,138,1,55,10/1/17,3.18,1,337
13941210,Bright Astoria Apt Near Manhattan,17452232,Lili,Queens,Ditmars Steinway,40.77120539,-73.91709902,Entire home/apt,70,2,8,9/24/17,0.6,1,1
679633,Cozy 1 bedroom apartment in NYC,3458785,Glauce,Queens,Ditmars Steinway,40.77986562,-73.915651,Entire home/apt,75,3,1,9/18/12,0.02,1,0
12867950,Beautiful summer sublet in Astoria,70358943,Jeff,Queens,Ditmars Steinway,40.78192247,-73.91438736,Private room,40,1,0,,,1,0
11162977,Beautiful room by Astoria park,58061728,Clinton,Queens,Ditmars Steinway,40.7800017,-73.91672221,Private room,70,1,13,6/5/17,0.75,1,82
19944735,Private Bedroom in Large Astoria apartment,81996236,Zoe,Queens,Ditmars Steinway,40.76993871,-73.90659456,Private room,105,1,0,,,1,82
12864971,Large Studio Seconds From NYC,70333355,Makram,Queens,Ditmars Steinway,40.7785229,-73.90836043,Entire home/apt,400,1,0,,,1,0
13127582,One bedroom in Beautiful Astoria with balcony!,42048980,Stephanie,Queens,Ditmars Steinway,40.77264944,-73.91400685,Private room,100,1,1,5/30/16,0.06,1,0
18238083,Astoria Apartment Next To Metro/Subway,125995307,,Queens,Ditmars Steinway,40.77655675,-73.90993383,Private room,40,2,4,9/18/17,2.11,1,302
16015050,Prime locantion*10min to Manhattan*Large QuiteRoom,17480722,Dily,Queens,Ditmars Steinway,40.77444478,-73.91100103,Entire home/apt,95,3,0,,,1,365
1981410,Spacious 1 bed near train!,6638763,Terry & Kristen,Queens,Ditmars Steinway,40.77906491,-73.91264776,Entire home/apt,135,3,15,9/19/17,0.38,1,304
14824090,"Clean, Charming, Sunlit Space in Astoria",92688579,Alex,Queens,Ditmars Steinway,40.77882482,-73.91163301,Entire home/apt,95,14,2,4/28/17,0.16,1,91
12988802,Astoria Oasis,29112698,Chris,Queens,Ditmars Steinway,40.77885849,-73.91020185,Entire home/apt,174,5,0,,,1,356
1581579,Lux & Spacious Astoria | âù_ of NYC New York | â˜…â˜…â˜…â˜…â˜…,7748180,Ryan,Queens,Ditmars Steinway,40.77787193,-73.91472298,Entire home/apt,188,2,156,9/10/17,3.54,1,329
12067200,"Great room available in Astoria, NY",64652206,Carlos,Queens,Ditmars Steinway,40.77228649,-73.91626179,Private room,68,2,0,,,1,0
16916708,"Cozy 1br apartment, 25 min away from Manhattan",13896771,Raquel,Queens,Ditmars Steinway,40.77707367,-73.91887378,Entire home/apt,80,2,6,9/17/17,0.87,1,71
20194665,"20min To Times Square, 10min LGA",139867352,Oscar,Queens,Ditmars Steinway,40.78088442,-73.90819437,Private room,59,1,14,9/30/17,6.89,2,355
20194264,"Nice room in Astoria, NYC",59359620,Amel,Queens,Ditmars Steinway,40.78082935,-73.91144573,Private room,125,2,0,,,1,0
13115616,"Spacious Charming NYC Apt, 10 min to Midtown",9197619,Samantha,Queens,Ditmars Steinway,40.77591771,-73.91308101,Entire home/apt,130,10,0,,,1,0
20848827,I LOVE LUCY'S  UNDER BRIDGE,148714336,Luz,Queens,Ditmars Steinway,40.78421074,-73.91626104,Private room,150,2,0,,,1,76
18108648,Large 2bd 15 min to Midtown Manhattan,124740003,Dani,Queens,Ditmars Steinway,40.77763582,-73.91127893,Entire home/apt,100,3,22,9/22/17,4.23,1,270
9182008,Huge beautiful 2 bedroom Apt in BEST Area,16176030,Amal,Queens,Ditmars Steinway,40.77496517,-73.91424902,Entire home/apt,140,4,11,8/26/17,0.49,1,117
1841252,Cozy two bedroom in trendy Astoria,9622222,Jackson,Queens,Ditmars Steinway,40.77157383,-73.90697953,Entire home/apt,100,3,3,7/4/15,0.06,1,1
16707621,NYC! Cozy 1 Bd Apartment in Astoria,55404200,Niko &,Queens,Ditmars Steinway,40.77218021,-73.91160487,Entire home/apt,95,1,0,,,1,268
19274661,Private room with balcony and parking,126154368,Larisa,Queens,Ditmars Steinway,40.77040053,-73.89415188,Private room,60,1,1,8/14/17,0.6,1,123
12851100,new studio 20mins from Manhattan,3248699,Snezhana,Queens,Ditmars Steinway,40.77141365,-73.9141538,Entire home/apt,80,7,1,6/30/16,0.07,1,0
13392143,Astoria: 2 Weeks July 1st - 14th,39175915,Wesley,Queens,Ditmars Steinway,40.7764286,-73.91363515,Private room,29,14,0,,,1,0
14163104,Cozy studio sleeps 4 in Astoria NYC,85667130,Anna,Queens,Ditmars Steinway,40.7794325,-73.91170191,Entire home/apt,95,2,20,9/24/17,1.59,1,350
1578776,Nice private room in Astoria,4645357,Beatrix,Queens,Ditmars Steinway,40.77435022,-73.91217458,Private room,59,1,117,9/24/17,2.42,1,312
2756886,Cozy Room Astoria20minTo Manhattan,1172202,Funda,Queens,Ditmars Steinway,40.76921318,-73.90831481,Private room,35,1,103,9/17/17,2.45,6,323
8392760,NYC Near to Midtown Manhattan Sunny Private Room,44213272,Gema,Queens,Ditmars Steinway,40.77269718,-73.91582575,Private room,45,1,93,9/26/17,3.76,5,335
12845943,Fully Furnished Room in Quiet Apt,51663418,Melissa,Queens,Ditmars Steinway,40.77329075,-73.91629699,Private room,40,14,1,8/10/16,0.07,1,0
6357564,COZY near the Big City Room 2,10314085,Sergio,Queens,Ditmars Steinway,40.77752755,-73.90951982,Private room,55,5,25,9/4/17,1.04,2,363
20188527,Quiet light-filled bedroom in the heart of Astoria,2994103,Sara,Queens,Ditmars Steinway,40.77614098,-73.91324307,Private room,75,1,0,,,1,44
8392882,3 beds + Private Bathroom,25144266,Therina,Queens,Ditmars Steinway,40.77018938,-73.90424067,Private room,80,1,2,5/24/17,0.38,4,36
14421275,"Bright, Cozy Room",75824772,Vedran,Queens,Ditmars Steinway,40.76782737,-73.89530052,Private room,65,1,0,,,1,88
12455130,Ground Floor Studio-15min Manhattan,52467013,Laura Anthony,Queens,Ditmars Steinway,40.77263648,-73.90781696,Entire home/apt,95,1,67,9/5/17,3.96,1,299
10357730,Live like a local in Astoria Queens,16823940,Malissa,Queens,Ditmars Steinway,40.77650996,-73.91009426,Private room,38,2,11,9/27/17,0.64,2,151
18221952,The ASTORIAN'S ArtPad,17247848,Kevin,Queens,Ditmars Steinway,40.77751104,-73.90902311,Private room,60,1,12,9/18/17,2.69,1,89
6555427,"Inviting,sunny grdn 15 min to Manhattan",24597265,Freda,Queens,Ditmars Steinway,40.77209291,-73.91095615,Private room,65,5,9,9/23/17,0.38,8,351
14352688,"Cozy One Bedroom in Historic Astoria, NY",87968331,Eric,Queens,Ditmars Steinway,40.7783754,-73.91383449,Private room,60,2,8,7/29/17,0.57,1,0
19530271,Appartement spacieux au cÅ“ur d'Astoria,37980834,Oceane,Queens,Ditmars Steinway,40.76943612,-73.90751446,Entire home/apt,119,1,1,7/9/17,0.35,1,0
4724661,Walk to the Beach- Private Studio  Apt,24402295,Joan,Brooklyn,Gerritsen Beach,40.58944153,-73.92745444,Entire home/apt,125,2,0,,,1,0
2435198,"Lovely Private Bedroom in Vibrant Bronx, NY",12446529,Migdalia,Bronx,Soundview,40.82528435,-73.86004376,Private room,50,1,7,9/19/17,0.17,1,59
16771876,Delight in Your Home Away from Home in NYC!,87795401,Paul,Bronx,Soundview,40.82987393,-73.86608062,Entire home/apt,70,2,27,9/15/17,3.54,1,115
1739847,Welcome to a beautiful Quiet Bronx.,8989844,Ronald,Bronx,Soundview,40.82137716,-73.87602555,Private room,35,3,42,9/21/17,0.97,1,355
11695338,Quiet and Modern Haven in NYC,16234492,Denise,Bronx,Soundview,40.82441984,-73.86193,Private room,45,2,6,8/7/16,0.34,1,0
8402207,Comfy bedroom minutes to Manhattan,44260966,Alicia,Bronx,Soundview,40.82939197,-73.86513684,Private room,28,2,38,9/8/17,1.54,1,345
17960424,"1 bedroom, Entire home, Huge Space",36893600,Brian,Bronx,Soundview,40.82814441,-73.86810575,Entire home/apt,65,2,7,5/21/17,1.19,1,179
18736577,Beautiful private room in convenient location,182461,Jose,Queens,Ozone Park,40.67659916,-73.85708706,Private room,49,2,11,9/27/17,2.43,3,0
13224318,"Cozy, private, 2nd FL room near A train & JFK",74212097,Queenie,Queens,Ozone Park,40.68278211,-73.85628351,Private room,49,1,11,9/30/17,0.79,2,349
15058410,Spacious 1BD Luxurious room in Queens NYC,95101238,David,Queens,Ozone Park,40.68286503,-73.85980775,Private room,65,1,18,10/1/17,1.42,1,332
18723699,1 bedroom in a basement apartment,100252726,Sharjil,Queens,Ozone Park,40.67752007,-73.85040405,Private room,45,1,2,6/27/17,0.54,1,275
2477138,Private Room: The cheapest deal!!,9089934,Siddharth,Queens,Ozone Park,40.67948327,-73.85334879,Private room,30,7,0,,,1,0
18737053,Modern and comfortable private bedroom,182461,Jose,Queens,Ozone Park,40.67555307,-73.85652707,Private room,39,2,13,9/27/17,2.83,3,0
